Event	ID	Name			Wwise Object Path	Notes
	50153667	Play_PLAYER_VO_Damage			\Default Work Unit\PLAYER\Play_PLAYER_VO_Damage	
	64295941	Play_CRE_Ranged_VO_Death			\Default Work Unit\CRE\Play_CRE_Ranged_VO_Death	
	109646642	Play_PLAYER_Spells_Geyser_Into			\Default Work Unit\PLAYER\Play_PLAYER_Spells_Geyser_Into	
	122885765	Play_CRE_Attack_Melee_Impact			\Default Work Unit\CRE\Play_CRE_Attack_Melee_Impact	
	269855390	Play_PLAYER_VO_Death			\Default Work Unit\PLAYER\Play_PLAYER_VO_Death	
	537140814	Play_CRE_Ranged_VO_Damage			\Default Work Unit\CRE\Play_CRE_Ranged_VO_Damage	
	1380117869	Play_CRE_Attack_Ranged_Cast			\Default Work Unit\CRE\Play_CRE_Attack_Ranged_Cast	
	1872518156	Play_CRE_Melee_VO_Death			\Default Work Unit\CRE\Play_CRE_Melee_VO_Death	
	2265527082	Play_PLAYER_Spells_Waterblast_Impact			\Default Work Unit\PLAYER\Play_PLAYER_Spells_Waterblast_Impact	
	2429775919	Play_CRE_Ranged_VO_Effort			\Default Work Unit\CRE\Play_CRE_Ranged_VO_Effort	
	3117251788	Stop_PLAYER_Spells_Geyser_Loop			\Default Work Unit\PLAYER\Stop_PLAYER_Spells_Geyser_Loop	
	3438232227	Play_PLAYER_Spells_Rockblast_Cast			\Default Work Unit\PLAYER\Play_PLAYER_Spells_Rockblast_Cast	
	3588967361	Play_CRE_Melee_VO_Damage			\Default Work Unit\CRE\Play_CRE_Melee_VO_Damage	
	3830336674	Play_PLAYER_VO_Effort			\Default Work Unit\PLAYER\Play_PLAYER_VO_Effort	
	3858206673	Play_PLAYER_Spells_Waterblast_Cast			\Default Work Unit\PLAYER\Play_PLAYER_Spells_Waterblast_Cast	
	3970481665	Stop_Atmos_HubArea			\Default Work Unit\Stop_Atmos_HubArea	
	3982659403	Play_Atmos_HubArea			\Default Work Unit\Play_Atmos_HubArea	
	4067737111	Play_PLAYER_Spells_Fireball_Cast			\Default Work Unit\PLAYER\Play_PLAYER_Spells_Fireball_Cast	
	4173274099	Play_PLAYER_Spells_Generic_Cast			\Default Work Unit\PLAYER\Play_PLAYER_Spells_Generic_Cast	
	4265159516	Play_CRE_Melee_VO_Effort			\Default Work Unit\CRE\Play_CRE_Melee_VO_Effort	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	23874883	CRE_Melee_01_VO_Damage_01	C:\Users\Shep\Desktop\GAME_JAM\Project Directory\Sorcerers-Guild\Sorcerer's Guild\Wwise_Project\Magic_and_Shit_Wwise_Project\.cache\Windows\SFX\CRE_Melee_01_VO_Damage_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\CRE\CRE_Melee_VO\CRE_Melee_VO_Damage\CRE_Melee_VO_Damage_01\CRE_Melee_01_VO_Damage_01		51904
	27647354	CRE_Melee_01_VO_Damage_02	C:\Users\Shep\Desktop\GAME_JAM\Project Directory\Sorcerers-Guild\Sorcerer's Guild\Wwise_Project\Magic_and_Shit_Wwise_Project\.cache\Windows\SFX\CRE_Melee_01_VO_Damage_02_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\CRE\CRE_Melee_VO\CRE_Melee_VO_Damage\CRE_Melee_VO_Damage_01\CRE_Melee_01_VO_Damage_02		36446
	54267619	CRE_Melee_02_VO_Damage_02	C:\Users\Shep\Desktop\GAME_JAM\Project Directory\Sorcerers-Guild\Sorcerer's Guild\Wwise_Project\Magic_and_Shit_Wwise_Project\.cache\Windows\SFX\CRE_Melee_02_VO_Damage_02_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\CRE\CRE_Melee_VO\CRE_Melee_VO_Damage\CRE_Melee_VO_Damage_02\CRE_Melee_02_VO_Damage_02		54952
	86603977	PLAYER_SFX_Spells_Fireball_Cast_02	C:\Users\Shep\Desktop\GAME_JAM\Project Directory\Sorcerers-Guild\Sorcerer's Guild\Wwise_Project\Magic_and_Shit_Wwise_Project\.cache\Windows\SFX\PLAYER_SFX_Spells_Fireball_Cast_02_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\PLAYER\PLAYER_Spells\PLAYER_Spells_Fireball\PLAYER_Spells_Fireball_Cast\PLAYER_SFX_Spells_Fireball_Cast_02		97856
	110912056	CRE_Melee_02_VO_Effort_03	C:\Users\Shep\Desktop\GAME_JAM\Project Directory\Sorcerers-Guild\Sorcerer's Guild\Wwise_Project\Magic_and_Shit_Wwise_Project\.cache\Windows\SFX\CRE_Melee_02_VO_Effort_03_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\CRE\CRE_Melee_VO\CRE_Melee_VO_Effort\CRE_Melee_VO_Effort_02\CRE_Melee_02_VO_Effort_03		69100
	111718590	PLAYER_Spells_Rockblast_Cast_02	C:\Users\Shep\Desktop\GAME_JAM\Project Directory\Sorcerers-Guild\Sorcerer's Guild\Wwise_Project\Magic_and_Shit_Wwise_Project\.cache\Windows\SFX\PLAYER_Spells_Rockblast_Cast_02_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\PLAYER\PLAYER_Spells\PLAYER_Spells_Rockblast\PLAYER_Spells_Rockblast_Cast\PLAYER_Spells_Rockblast_Cast_02		52450
	117357767	PLAYER_SFX_Spells_Fireball_Cast_03	C:\Users\Shep\Desktop\GAME_JAM\Project Directory\Sorcerers-Guild\Sorcerer's Guild\Wwise_Project\Magic_and_Shit_Wwise_Project\.cache\Windows\SFX\PLAYER_SFX_Spells_Fireball_Cast_03_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\PLAYER\PLAYER_Spells\PLAYER_Spells_Fireball\PLAYER_Spells_Fireball_Cast\PLAYER_SFX_Spells_Fireball_Cast_03		105536
	132622901	CRE_Melee_01_VO_Effort_04	C:\Users\Shep\Desktop\GAME_JAM\Project Directory\Sorcerers-Guild\Sorcerer's Guild\Wwise_Project\Magic_and_Shit_Wwise_Project\.cache\Windows\SFX\CRE_Melee_01_VO_Effort_04_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\CRE\CRE_Melee_VO\CRE_Melee_VO_Effort\CRE_Melee_VO_Effort_01\CRE_Melee_01_VO_Effort_04		161430
	152373047	CRE_Ranged_01_VO_Damage_02	C:\Users\Shep\Desktop\GAME_JAM\Project Directory\Sorcerers-Guild\Sorcerer's Guild\Wwise_Project\Magic_and_Shit_Wwise_Project\.cache\Windows\SFX\CRE_Ranged_01_VO_Damage_02_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\CRE\CRE_Ranged_VO\CRE_Ranged_VO_Damage\CRE_Ranged_01_VO_Damage_02		54128
	178010191	PLAYER_VO_Damage_03	C:\Users\Shep\Desktop\GAME_JAM\Project Directory\Sorcerers-Guild\Sorcerer's Guild\Wwise_Project\Magic_and_Shit_Wwise_Project\.cache\Windows\SFX\PLAYER_VO_Damage_03_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\PLAYER\PLAYER_VO\PLAYER_VO_Damage\PLAYER_VO_Damage_03		19682
	194643346	CRE_Melee_01_VO_Effort_01	C:\Users\Shep\Desktop\GAME_JAM\Project Directory\Sorcerers-Guild\Sorcerer's Guild\Wwise_Project\Magic_and_Shit_Wwise_Project\.cache\Windows\SFX\CRE_Melee_01_VO_Effort_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\CRE\CRE_Melee_VO\CRE_Melee_VO_Effort\CRE_Melee_VO_Effort_01\CRE_Melee_01_VO_Effort_01		163904
	203199628	CRE_Ranged_01_VO_Effort_02	C:\Users\Shep\Desktop\GAME_JAM\Project Directory\Sorcerers-Guild\Sorcerer's Guild\Wwise_Project\Magic_and_Shit_Wwise_Project\.cache\Windows\SFX\CRE_Ranged_01_VO_Effort_02_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\CRE\CRE_Ranged_VO\CRE_Ranged_VO_Effort\CRE_Ranged_01_VO_Effort_02		53442
	212188995	CRE_Attack_Melee_Impact_02	C:\Users\Shep\Desktop\GAME_JAM\Project Directory\Sorcerers-Guild\Sorcerer's Guild\Wwise_Project\Magic_and_Shit_Wwise_Project\.cache\Windows\SFX\CRE_Attack_Melee_Impact_02_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\CRE\CRE_Attack_Melee\CRE_Attack_Melee_Impact\CRE_Attack_Melee_Impact_02		66624
	217157593	PLAYER_Spells_Waterblast_Impact_01	C:\Users\Shep\Desktop\GAME_JAM\Project Directory\Sorcerers-Guild\Sorcerer's Guild\Wwise_Project\Magic_and_Shit_Wwise_Project\.cache\Windows\SFX\PLAYER_Spells_Waterblast_Impact_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\PLAYER\PLAYER_Spells\PLAYER_Spells_Waterblast\PLAYER_Spells_Waterblast_Impact\PLAYER_Spells_Waterblast_Impact_01		156104
	241131201	CRE_Ranged_01_VO_Damage_03	C:\Users\Shep\Desktop\GAME_JAM\Project Directory\Sorcerers-Guild\Sorcerer's Guild\Wwise_Project\Magic_and_Shit_Wwise_Project\.cache\Windows\SFX\CRE_Ranged_01_VO_Damage_03_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\CRE\CRE_Ranged_VO\CRE_Ranged_VO_Damage\CRE_Ranged_01_VO_Damage_03		39430
	261761233	CRE_Ranged_01_VO_Effort_01	C:\Users\Shep\Desktop\GAME_JAM\Project Directory\Sorcerers-Guild\Sorcerer's Guild\Wwise_Project\Magic_and_Shit_Wwise_Project\.cache\Windows\SFX\CRE_Ranged_01_VO_Effort_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\CRE\CRE_Ranged_VO\CRE_Ranged_VO_Effort\CRE_Ranged_01_VO_Effort_01		49984
	263163161	CRE_Ranged_01_VO_Effort_03	C:\Users\Shep\Desktop\GAME_JAM\Project Directory\Sorcerers-Guild\Sorcerer's Guild\Wwise_Project\Magic_and_Shit_Wwise_Project\.cache\Windows\SFX\CRE_Ranged_01_VO_Effort_03_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\CRE\CRE_Ranged_VO\CRE_Ranged_VO_Effort\CRE_Ranged_01_VO_Effort_03		69038
	284342369	CRE_Melee_02_VO_Damage_05	C:\Users\Shep\Desktop\GAME_JAM\Project Directory\Sorcerers-Guild\Sorcerer's Guild\Wwise_Project\Magic_and_Shit_Wwise_Project\.cache\Windows\SFX\CRE_Melee_02_VO_Damage_05_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\CRE\CRE_Melee_VO\CRE_Melee_VO_Damage\CRE_Melee_VO_Damage_02\CRE_Melee_02_VO_Damage_05		49984
	296254346	PLAYER_Spells_Waterblast_Cast_01	C:\Users\Shep\Desktop\GAME_JAM\Project Directory\Sorcerers-Guild\Sorcerer's Guild\Wwise_Project\Magic_and_Shit_Wwise_Project\.cache\Windows\SFX\PLAYER_Spells_Waterblast_Cast_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\PLAYER\PLAYER_Spells\PLAYER_Spells_Waterblast\PLAYER_Spells_Waterblast_Cast\PLAYER_Spells_Waterblast_Cast_01		124338
	298705614	PLAYER_SFX_Geyser_Loop_01	C:\Users\Shep\Desktop\GAME_JAM\Project Directory\Sorcerers-Guild\Sorcerer's Guild\Wwise_Project\Magic_and_Shit_Wwise_Project\.cache\Windows\SFX\PLAYER_SFX_Geyser_Loop_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\PLAYER\PLAYER_Spells\PLAYER_Spells_Geyser\PLAYER_Spells_Geyser_Loop\PLAYER_SFX_Geyser_Loop_01		376896
	329921729	CRE_Melee_02_VO_Effort_02	C:\Users\Shep\Desktop\GAME_JAM\Project Directory\Sorcerers-Guild\Sorcerer's Guild\Wwise_Project\Magic_and_Shit_Wwise_Project\.cache\Windows\SFX\CRE_Melee_02_VO_Effort_02_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\CRE\CRE_Melee_VO\CRE_Melee_VO_Effort\CRE_Melee_VO_Effort_02\CRE_Melee_02_VO_Effort_02		89262
	350432291	CRE_Melee_02_VO_Damage_01	C:\Users\Shep\Desktop\GAME_JAM\Project Directory\Sorcerers-Guild\Sorcerer's Guild\Wwise_Project\Magic_and_Shit_Wwise_Project\.cache\Windows\SFX\CRE_Melee_02_VO_Damage_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\CRE\CRE_Melee_VO\CRE_Melee_VO_Damage\CRE_Melee_VO_Damage_02\CRE_Melee_02_VO_Damage_01		44224
	376988194	CRE_Ranged_01_VO_Death_03	C:\Users\Shep\Desktop\GAME_JAM\Project Directory\Sorcerers-Guild\Sorcerer's Guild\Wwise_Project\Magic_and_Shit_Wwise_Project\.cache\Windows\SFX\CRE_Ranged_01_VO_Death_03_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\CRE\CRE_Ranged_VO\CRE_Ranged_VO_Death\CRE_Ranged_01_VO_Death_03		89880
	397385503	PLAYER_Spells_Waterblast_Impact_02	C:\Users\Shep\Desktop\GAME_JAM\Project Directory\Sorcerers-Guild\Sorcerer's Guild\Wwise_Project\Magic_and_Shit_Wwise_Project\.cache\Windows\SFX\PLAYER_Spells_Waterblast_Impact_02_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\PLAYER\PLAYER_Spells\PLAYER_Spells_Waterblast\PLAYER_Spells_Waterblast_Impact\PLAYER_Spells_Waterblast_Impact_02		162790
	418418815	CRE_Attack_Melee_Impact_01	C:\Users\Shep\Desktop\GAME_JAM\Project Directory\Sorcerers-Guild\Sorcerer's Guild\Wwise_Project\Magic_and_Shit_Wwise_Project\.cache\Windows\SFX\CRE_Attack_Melee_Impact_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\CRE\CRE_Attack_Melee\CRE_Attack_Melee_Impact\CRE_Attack_Melee_Impact_01		79936
	425370213	CRE_Melee_01_VO_Death_01	C:\Users\Shep\Desktop\GAME_JAM\Project Directory\Sorcerers-Guild\Sorcerer's Guild\Wwise_Project\Magic_and_Shit_Wwise_Project\.cache\Windows\SFX\CRE_Melee_01_VO_Death_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\CRE\CRE_Melee_VO\CRE_Melee_VO_Death\CRE_Melee_VO_Death_01\CRE_Melee_01_VO_Death_01		147218
	443411805	PLAYER_Spells_Generic_Cast_01	C:\Users\Shep\Desktop\GAME_JAM\Project Directory\Sorcerers-Guild\Sorcerer's Guild\Wwise_Project\Magic_and_Shit_Wwise_Project\.cache\Windows\SFX\CRE_SFX_Spell_Cast_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\PLAYER\PLAYER_Spells\PLAYER_Spells_Generic\PLAYER_Spells_Generic_Cast\PLAYER_Spells_Generic_Cast_01		110656
	444224827	PLAYER_VO_Death_01	C:\Users\Shep\Desktop\GAME_JAM\Project Directory\Sorcerers-Guild\Sorcerer's Guild\Wwise_Project\Magic_and_Shit_Wwise_Project\.cache\Windows\SFX\PLAYER_VO_Death_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\PLAYER\PLAYER_VO\PLAYER_VO_Death\PLAYER_VO_Death_01		129664
	460700397	CRE_Melee_02_VO_Damage_03	C:\Users\Shep\Desktop\GAME_JAM\Project Directory\Sorcerers-Guild\Sorcerer's Guild\Wwise_Project\Magic_and_Shit_Wwise_Project\.cache\Windows\SFX\CRE_Melee_02_VO_Damage_03_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\CRE\CRE_Melee_VO\CRE_Melee_VO_Damage\CRE_Melee_VO_Damage_02\CRE_Melee_02_VO_Damage_03		56446
	529078042	CRE_Ranged_01_VO_Damage_04	C:\Users\Shep\Desktop\GAME_JAM\Project Directory\Sorcerers-Guild\Sorcerer's Guild\Wwise_Project\Magic_and_Shit_Wwise_Project\.cache\Windows\SFX\CRE_Ranged_01_VO_Damage_04_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\CRE\CRE_Ranged_VO\CRE_Ranged_VO_Damage\CRE_Ranged_01_VO_Damage_04		35732
	548148558	CRE_Melee_02_VO_Effort_05	C:\Users\Shep\Desktop\GAME_JAM\Project Directory\Sorcerers-Guild\Sorcerer's Guild\Wwise_Project\Magic_and_Shit_Wwise_Project\.cache\Windows\SFX\CRE_Melee_02_VO_Effort_05_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\CRE\CRE_Melee_VO\CRE_Melee_VO_Effort\CRE_Melee_VO_Effort_02\CRE_Melee_02_VO_Effort_05		84474
	600028232	CRE_Melee_01_VO_Damage_03	C:\Users\Shep\Desktop\GAME_JAM\Project Directory\Sorcerers-Guild\Sorcerer's Guild\Wwise_Project\Magic_and_Shit_Wwise_Project\.cache\Windows\SFX\CRE_Melee_01_VO_Damage_03_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\CRE\CRE_Melee_VO\CRE_Melee_VO_Damage\CRE_Melee_VO_Damage_01\CRE_Melee_01_VO_Damage_03		64960
	608803879	PLAYER_SFX_Geyser_Into_01	C:\Users\Shep\Desktop\GAME_JAM\Project Directory\Sorcerers-Guild\Sorcerer's Guild\Wwise_Project\Magic_and_Shit_Wwise_Project\.cache\Windows\SFX\PLAYER_SFX_Geyser_Into_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\PLAYER\PLAYER_Spells\PLAYER_Spells_Geyser\PLAYER_Spells_Geyser_Into\PLAYER_SFX_Geyser_Into_01		231488
	631608782	PLAYER_Spells_Generic_Cast_03	C:\Users\Shep\Desktop\GAME_JAM\Project Directory\Sorcerers-Guild\Sorcerer's Guild\Wwise_Project\Magic_and_Shit_Wwise_Project\.cache\Windows\SFX\CRE_SFX_Spell_Cast_03_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\PLAYER\PLAYER_Spells\PLAYER_Spells_Generic\PLAYER_Spells_Generic_Cast\PLAYER_Spells_Generic_Cast_03		149568
	642504860	CRE_Melee_01_VO_Effort_02	C:\Users\Shep\Desktop\GAME_JAM\Project Directory\Sorcerers-Guild\Sorcerer's Guild\Wwise_Project\Magic_and_Shit_Wwise_Project\.cache\Windows\SFX\CRE_Melee_01_VO_Effort_02_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\CRE\CRE_Melee_VO\CRE_Melee_VO_Effort\CRE_Melee_VO_Effort_01\CRE_Melee_01_VO_Effort_02		170842
	659145386	CRE_Melee_01_VO_Damage_04	C:\Users\Shep\Desktop\GAME_JAM\Project Directory\Sorcerers-Guild\Sorcerer's Guild\Wwise_Project\Magic_and_Shit_Wwise_Project\.cache\Windows\SFX\CRE_Melee_01_VO_Damage_04_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\CRE\CRE_Melee_VO\CRE_Melee_VO_Damage\CRE_Melee_VO_Damage_01\CRE_Melee_01_VO_Damage_04		33664
	669742798	ATMOS_HubArea_01	C:\Users\Shep\Desktop\GAME_JAM\Project Directory\Sorcerers-Guild\Sorcerer's Guild\Wwise_Project\Magic_and_Shit_Wwise_Project\.cache\Windows\SFX\ATMOS_HubArea_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\ATMOS\Atmos_HubArea\ATMOS_HubArea_01		8952384
	671791168	CRE_Ranged_01_VO_Damage_01	C:\Users\Shep\Desktop\GAME_JAM\Project Directory\Sorcerers-Guild\Sorcerer's Guild\Wwise_Project\Magic_and_Shit_Wwise_Project\.cache\Windows\SFX\CRE_Ranged_01_VO_Damage_01_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\CRE\CRE_Ranged_VO\CRE_Ranged_VO_Damage\CRE_Ranged_01_VO_Damage_01		43020
	708736921	PLAYER_VO_Effort_02	C:\Users\Shep\Desktop\GAME_JAM\Project Directory\Sorcerers-Guild\Sorcerer's Guild\Wwise_Project\Magic_and_Shit_Wwise_Project\.cache\Windows\SFX\PLAYER_VO_Effort_02_9E69E797.wem		\Actor-Mixer Hierarchy\Default Work Unit\PLAYER\PLAYER_VO\PLAYER_VO_Effort\PLAYER_VO_Effort_02		32408
